Part,Positives,Negatives,Effects
Part_PS_JAK_Grip_RoboMelt,每次射击射弹数 +4,"伤害 -68.5%, 准心范围 +87%, 纵向后坐力 +40%, 准心范围扩散 +25%",
Part_PS_JAK_Hammer_01,"装弹时间 -5%, 准心范围 -10%",,
Part_PS_JAK_Hammer_02,"武器晃动 -30%, 暴击伤害 +10%",,
Part_PS_JAK_Hammer_03,纵向后坐力 -30%,,
Part_PS_JAK_Mag_01,5 弹匣,,
Part_PS_JAK_Mag_02,6 弹匣,,
Part_PS_JAK_Mag_03,4 弹匣. 伤害 +10%,,
Part_PS_JAK_Material_01_常见,皮肤,,
Part_PS_JAK_Material_02_普通,皮肤,,
Part_PS_JAK_Material_03_罕见,皮肤,,
Part_PS_JAK_Material_04_Epic,皮肤,,
Part_PS_JAK_Material_奇异恩典,皮肤,,
Part_PS_JAK_Material_肛门塞,皮肤,,
Part_PS_JAK_Material_Clay,皮肤,,
Part_PS_JAK_Material_洪水,皮肤,,
Part_PS_JAK_Material_FirstGunB,皮肤,,
Part_PS_JAK_Material_双王的召唤,皮肤,,
Part_PS_JAK_Material_玛吉,皮肤,,
Part_PS_JAK_Material_Malevolent,皮肤,,
Part_PS_JAK_Material_同伴,皮肤,,
Part_PS_JAK_Material_SpyRevolver,皮肤,,
Part_PS_JAK_Material_毁灭公爵,皮肤,,
Part_PS_JAK_Material_不可饶恕,皮肤,,
Part_PS_JAK_Material_货车轮l,皮肤,,
Part_PS_JAK_Material_RoboMasher,皮肤,,
Part_PS_JAK_Rail_01,Visual Only,,
Part_PS_JAK_NoScope,伤害 +35%,,
Part_PS_JAK_Scope_02,Tear drop scope 5x,,
Part_PS_JAK_Scope_03,2.2x,,
Part_PS_JAK_Speedloader,快速装填器,,
Part_PS_MAL_Barrel_01_A,射速 +10%,,
Part_PS_MAL_Barrel_01_B,子弹容量 +10%,,
Part_PS_MAL_Barrel_01_C,"准心范围扩散 -25%, 准心范围 -15%",,
Part_PS_MAL_Barrel_02,溅射伤害范围 +60,,
Part_PS_MAL_Barrel_02_A,充能持续时间 -20%,,
Part_PS_MAL_Barrel_02_B,伤害 +10%,,
Part_PS_MAL_Barrel_02_C,伤害 +10%,,
Part_PS_MAL_Barrel_03_A,元素触发几率 +15%,,
Part_PS_MAL_Barrel_03_B,"武器晃动 -20%, 充能持续时间 -20%",,
Part_PS_MAL_Barrel_03_C,元素伤害 +10%,伤害 -15%,
Part_PS_MAL_Barrel_喷雾器,子弹容量 +5,,
Part_PS_MAL_Barrel_ETech_A,"元素触发几率 +15%, 子弹容量 +10%, 近战伤害 +60%",,
Part_PS_MAL_Barrel_地狱震荡,"子弹容量 +20, 伤害 +25%",,
Part_PS_MAL_Barrel_超能电水枪,溅射伤害范围 +60,,
Part_PS_MAL_Barrel_弹力球,"溅射伤害范围 +100, 伤害 +50%",,
Part_PS_MAL_Barrel_弑星者,子弹容量 +7,伤害 -70%,
Part_PS_MAL_Barrel_背叛,"元素触发几率 +75%, 溅射伤害范围 +100","准心范围 +125%, 伤害 -40%, 准心范围扩散 +300%",
Part_PS_MAL_Barrel_闪电球之拳,伤害 +125%,,
Part_PS_MAL_Body,不可移除,,
Part_PS_MAL_Grip_01,"充能持续时间 -10%, 准心范围扩散 -20%",,
Part_PS_MAL_Grip_02,"武器晃动 -30%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_PS_MAL_Grip_03,"武器晃动 -30%, 伤害 +5%",,
Part_PS_MAL_Grip_04,"武器晃动 -30%, 伤害 +5%",,
Part_PS_MAL_Grip_05,"准心范围 -20%, 射速 +5%",,
Part_PS_MAL_Hammer_01,射速 +10%,,
Part_PS_MAL_Hammer_02,伤害 +10%,,
Part_PS_MAL_Hammer_03,"溅射伤害范围 +20%, 准心范围 -15%",,
Part_PS_MAL_Hammer_04,"元素伤害 +10%, 元素触发几率 +15%",,
Part_PS_MAL_Hammer_05,,"伤害 -30%, 准心范围扩散 +25%, 准心范围 +10%",
Part_PS_MAL_Mag_01,"10 弹匣, 伤害 +10%",,
Part_PS_MAL_Mag_01_A,纵向后坐力 -25%,,
Part_PS_MAL_Mag_02,14 弹匣,,
Part_PS_MAL_Mag_02_A,元素伤害 +10%,,
Part_PS_MAL_Mag_03,"20 弹匣, 伤害 -10%",,
Part_PS_MAL_Mag_03_A,装弹时间 -10%,,
Part_PS_MAL_Material_01_常见,皮肤,,
Part_PS_MAL_Material_02_普通,皮肤,,
Part_PS_MAL_Material_03_罕见,皮肤,,
Part_PS_MAL_Material_04_非常罕见,皮肤,,
Part_PS_MAL_Material_地狱震荡,皮肤,,
Part_PS_MAL_Material_超能电水枪,皮肤,,
Part_PS_MAL_Material_弹力球,皮肤,,
Part_PS_MAL_Material_弑星者,皮肤,,
Part_PS_MAL_Material_背叛,皮肤,,
Part_PS_MAL_Material_闪电球之拳,皮肤,,
Part_PS_MAL_Scope_01,1.5x,,
Part_PS_MAL_Scope_02,2.9x,,
Part_PS_MAL_Scope_03,2.2x,,
Part_PS_TED_Barrel_01_A,伤害 +10%,,
Part_PS_TED_Barrel_01_B,"溅射伤害范围 +20%, 伤害 +10%",,
Part_PS_TED_Barrel_01_C,"射速 +10%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_PS_TED_Barrel_02_A,"纵向后坐力 -25%, 射速 +10%",,
Part_PS_TED_Barrel_02_B,射速 +10%,,
Part_PS_TED_Barrel_02_C,准心范围 -15%,,
Part_PS_TED_Barrel_03_A,准心范围 -15%,,
Part_PS_TED_Barrel_03_B,"子弹容量 +7, 伤害 +4.5%",准心范围 +10%,
Part_PS_TED_Barrel_03_C,准心范围 -15%,,
Part_PS_TED_Barrel_宝贝制造者,伤害 +100%,,
Part_PS_TED_Barrel_ETech,子弹容量 +10%,,
Part_PS_TED_Barrel_ETech_A,"装弹时间 -10%, 子弹容量 +10%, 近战伤害 +60%",,
Part_PS_TED_Barrel_回旋枪XL,"装弹时间 -17.5%, 伤害 +100%, 子弹容量 +18",,
Part_PS_TED_Barrel_毒刺XL,"子弹容量 +30, 伤害 +150%",准心范围 +25%,
Part_PS_TED_Barrel_S3RV-80S-EXECUTE,"子弹容量 +2, 装弹时间 -35%",,
Part_PS_TED_Body,不可移除,,
Part_PS_TED_Body_A,子弹容量 +10%,"准心范围 +10%, 伤害 -5%",
Part_PS_TED_Body_B,溅射伤害范围 +20%,,
Part_PS_TED_Body_C,伤害 +10%,,
Part_PS_TED_Grip_01,"武器晃动 -30%, 伤害 +5%",,
Part_PS_TED_Grip_02,"准心范围 -12%, 子弹容量 +3",伤害 -5%,
Part_PS_TED_Grip_03,"溅射伤害范围 +20%, 横向后坐力幅度 -30%",,
Part_PS_TED_Grip_04,"纵向后坐力 -15%, 射速 +5",,
Part_PS_TED_Grip_05,每次射击射弹数 +1,"准心范围扩散 +25%, 准心范围 +10%, 伤害 -30%",
Part_PS_TED_Material_01_常见,皮肤,,
Part_PS_TED_Material_02_普通,皮肤,,
Part_PS_TED_Material_03_罕见,皮肤,,
Part_PS_TED_Material_04_Epic,皮肤,,
Part_PS_TED_Material_Ava,皮肤,,
Part_PS_TED_Material_宝贝制造者,皮肤,,
Part_PS_TED_Material_Bangerang,皮肤,,
Part_PS_TED_Material_回旋枪XL,皮肤,,
Part_PS_TED_Material_毒刺XL,皮肤,,
Part_PS_TED_Material_S3RV-80S-EXECUTE,皮肤,,
Part_PS_TED_Scope_01,1.5x,,
Part_PS_TED_Scope_02,"Small Scope, 2.2x",,
Part_PS_TED_Scope_03,4.5x,,
Part_PS_TED_TypeMod_01,溅射伤害范围 +20%,,
Part_PS_TED_TypeMod_02,"准心范围扩散 -30%, 伤害 +5%",,
Part_PS_TED_TypeMod_03,"纵向后坐力 -30%, 射速 +5%",,
Part_PS_TED_TypeMod_04,"武器晃动 -30%, 准心范围 -5%",,
Part_PS_TED_TypeMod_宝贝制造者_Homing,"准心范围扩散 -30%, 伤害 +5%",,
Part_PS_TED_TypeMod_宝贝制造者_Spider,"纵向后坐力 -30%, 射速 +5%",,
Part_PS_TOR_Barrel_01_A,射速 +10%,,
Part_PS_TOR_Barrel_01_B,子弹速度 +30%,,
Part_PS_TOR_Barrel_01_C,子弹速度 +30%,,
Part_PS_TOR_Barrel_02_A,伤害 +10%,,
Part_PS_TOR_Barrel_02_B,子弹速度 +30%,,
Part_PS_TOR_Barrel_02_C,伤害 +10%,,
Part_PS_TOR_Barrel_03_A,伤害 +10%,,
Part_PS_TOR_Barrel_03_B,溅射伤害范围 +20%,,
Part_PS_TOR_Barrel_03_C,溅射伤害范围 +20%,,
Part_PS_TOR_Barrel_4SUM,"溅射伤害范围 +400, 伤害 +100%",,
Part_PS_TOR_Barrel_外壳破坏者,"纵向后坐力 -55%, 横向后坐力幅度 -55%",准心范围 +450%,
Part_PS_TOR_Barrel_ETech,"装弹时间 -40%, 每次射击射弹数 +8",准心范围 +600%,
Part_PS_TOR_Barrel_ETech_A,"子弹速度 +30%, 装弹时间 -10%, 近战伤害 +60%",,
Part_PS_TOR_Barrel_Echo,伤害 +50%,,
Part_PS_TOR_Barrel_海客,,"伤害 -25%, 准心范围 +50%",
Part_PS_TOR_Barrel_海德,,"伤害 -25%, 准心范围 +50%",
Part_PS_TOR_Barrel_格思暴能精英,"纵向后坐力 -90%, 子弹容量 +5",伤害 -70%,
Part_PS_TOR_Barrel_罗森的刺,"纵向后坐力 -50%, 伤害 +100%",弹道速度 -75%,
Part_PS_TOR_Barrel_神秘术士,,"伤害 -20%, 准心范围 +450%",
Part_PS_TOR_Barrel_斯科维尔,"子弹容量 +2, 伤害 +175%, 溅射伤害范围 +350, 装弹时间 -30%",,
Part_PS_TOR_Body,不可移除,,
Part_PS_TOR_Body_A,伤害 +10%,,
Part_PS_TOR_Body_B,伤害 +10%,,
Part_PS_TOR_Body_C,溅射伤害范围 +20%,,
Part_PS_TOR_Body_D,装弹时间 -10%,,
Part_PS_TOR_Grip_01,"纵向后坐力 -15%, 射速 +5%",,
Part_PS_TOR_Grip_02,"横向后坐力幅度 -30%, 伤害 +5%",,
Part_PS_TOR_Grip_03,"子弹速度 +15%, 溅射伤害范围 +20%",,
Part_PS_TOR_Hammer_01,准心范围 -15%,,
Part_PS_TOR_Hammer_02,射速 +10%,,
Part_PS_TOR_Hammer_03,伤害 +10%,,
Part_PS_TOR_Mag_01,8 弹匣,,
Part_PS_TOR_Mag_02,6 弹匣,,
Part_PS_TOR_Mag_03,"5 弹匣, 溅射伤害范围 +20%",,
Part_PS_TOR_Material_01_常见,皮肤,,
Part_PS_TOR_Material_02_普通,皮肤,,
Part_PS_TOR_Material_03_罕见,皮肤,,
Part_PS_TOR_Material_04_非常罕见,皮肤,,
Part_PS_TOR_Material_4SUM,皮肤,,
Part_PS_TOR_Material_外壳破坏者,皮肤,,
Part_PS_TOR_Material_Echo,皮肤,,
Part_PS_TOR_Material_海客,皮肤,,
Part_PS_TOR_Material_海德,皮肤,,
Part_PS_TOR_Material_格思暴能精英,皮肤,,
Part_PS_TOR_Material_罗森的刺,皮肤,,
Part_PS_TOR_Material_神秘术士,皮肤,,
Part_PS_TOR_TinyTina_Material,皮肤,,
Part_PS_TOR_Material_HandCannon,皮肤,,
Part_PS_TOR_Material_斯科维尔,皮肤,,
Part_PS_TOR_Scope_01,2.2x,,
Part_PS_TOR_Stock_01,每次射击射弹数 +1,"准心范围扩散 +20%, 准心范围 +120%, 伤害 -20%",
Part_PS_TOR_Stock_02,溅射伤害范围 +20%,,
Part_PS_VLA_Barrel_01,准心范围 -30%,,
Part_PS_VLA_Barrel_01_A,伤害 +10%,,
Part_PS_VLA_Barrel_01_B,伤害 +10%,,
Part_PS_VLA_Barrel_01_C,准心范围扩散 -25%,,
Part_PS_VLA_Barrel_02,准心范围 +20%,,
Part_PS_VLA_Barrel_02_A,射速 +10%,,
Part_PS_VLA_Barrel_02_B,准心范围扩散 -25%,,
Part_PS_VLA_Barrel_02_C,射速 +10%,,
Part_PS_VLA_Barrel_03_A,准心扩散范围 -25%,,
Part_PS_VLA_Barrel_03_B,伤害 +10%,,
Part_PS_VLA_Barrel_03_C,射速 +10%,,
Part_PS_VLA_Barrel_碎骨机,"每次射击射弹数 +4, 子弹容量 +40","伤害 -50%, 准心范围扩散 +35%, 准心范围 +400%",
Part_PS_VLA_Barrel_ETech,装弹时间 -20%,,
Part_PS_VLA_Barrel_ETech_A,"射速 +10%, 子弹容量 +10%, M元素伤害 +80%",,
Part_PS_VLA_Barrel_无穷,"武器晃动 -100%, 准心范围扩散 -100%, 纵向后坐力 -100%, 横向后坐力幅度 -100%, 伤害 +20%",武器晃动 -100%,
Part_PS_VLA_Barrel_棒极了,伤害 +50%,"纵向后坐力 +25%, 准心范围 +250%, 横向后坐力幅度 +25%",
Part_PS_VLA_Body,不可移除,,
Part_PS_VLA_Grip_01,"武器晃动 -30%, 子弹容量 +10%",,
Part_PS_VLA_Grip_02,"准心范围扩散 -30%, 伤害 +5%",,
Part_PS_VLA_Grip_03,"横向后坐力幅度 -30%, 射速 +5%",,
Part_PS_VLA_MagType_01,伤害 +10%,,
Part_PS_VLA_MagType_02,准心范围扩散 -25%,,
Part_PS_VLA_MagType_03,横向后坐力幅度 -25%,,
Part_PS_VLA_Mag_01_A,"15 弹匣, 伤害 +10%",,
Part_PS_VLA_Mag_01_B,18 弹匣,,
Part_PS_VLA_Mag_02_A,18 弹匣,,
Part_PS_VLA_Mag_02_A_无穷,无限弹匣g,,
Part_PS_VLA_Mag_02_B,18 弹匣,,
Part_PS_VLA_Mag_03_A,伤害 -10%,,
Part_PS_VLA_Mag_03_B,35 弹匣,"伤害 -20%, 纵向后坐力 +25%, 准心范围扩散 +15%, 横向后坐力幅度 +20%",
Part_PS_VLA_Material_01_常见,皮肤,,
Part_PS_VLA_Material_02_普通,皮肤,,
Part_PS_VLA_Material_03_罕见,皮肤,,
Part_PS_VLA_Material_04_非常罕见,皮肤,,
Part_PS_VLA_Material_碎骨机,皮肤,,
Part_PS_VLA_Material_无穷,皮肤,,
Part_PS_VLA_Material_棒极了,皮肤,,
Part_PS_VLA_Material_TheLeech,皮肤,,
Part_PS_VLA_Rail_01,准心范围扩散 -25%,,
Part_PS_VLA_Rail_02,射速 +10%,,
Part_PS_VLA_Rail_03,准心范围 -15%,,
Part_PS_VLA_Rail_04,每次射击射弹数 +1,"准心范围扩散 +20%, 准心范围 +10%, 伤害 -20%",
Part_PS_VLA_Scope_01,机瞄,,
Part_PS_VLA_Scope_02,1.5x,,
Part_PS_VLA_Scope_04,4.0x,,
Part_PS_VLA_Slide_01,伤害 +10%,,
Part_PS_VLA_Slide_02,射速 +10%,,
Part_PS_VLA_Slide_03,子弹容量 +10%,"准心范围 +10%, 伤害 -5%",
Part_PS_VLA_Underbarrel_01,"伤害 +5%, Extra 射速 +25%",,
Part_PS_VLA_Underbarrel_01_A,射速 +10%,,
Part_PS_VLA_Underbarrel_02,射速 +5%,,
Part_PS_VLA_Underbarrel_03,子弹容量 +10%,,
Part_PS_VLA_Underbarrel_TheLeech,子弹容量 +10%,,
Part_SG_Hyp_Barrel_01_A,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_Hyp_Barrel_01_B,射速 +10%,,
Part_SG_Hyp_Barrel_01_C,射速 +10%,,
Part_SG_Hyp_Barrel_02_A,伤害 +10%,,
Part_SG_Hyp_Barrel_02_B,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_Hyp_Barrel_02_C,"伤害 +10%, 近战伤害 +60%",,
Part_SG_Hyp_Barrel_03_A,伤害 +10%,,
Part_SG_Hyp_Barrel_03_B,准心范围 -7.5%,,
Part_SG_Hyp_Barrel_03_C,准心范围 -7.5%,,
Part_SG_Hyp_Barrel_面部穿孔机,,伤害 -70%,
Part_SG_Hyp_Barrel_电话会议,伤害 +15%,准心范围 +25%,
Part_SG_Hyp_Barrel_ETECH,"溅射伤害范围 +300, 子弹容量 +20%",,
Part_SG_Hyp_Barrel_ETECH_A,"溅射伤害范围 +20%, 装弹时间 -10%",,
Part_SG_Hyp_Barrel_费博特,"准心范围 -75%, 伤害 +600%, 子弹容量 +40%",,
Part_SG_Hyp_Barrel_头脑风暴者,,"准心范围 +25%, 纵向后坐力 -10%",
Part_SG_Hyp_Barrel_屠夫,"准心范围扩散 -50%, 纵向后坐力 -60%, 伤害 +175%",准心范围 +30%,
Part_SG_Hyp_Body_01,不可移除,,
Part_SG_Hyp_Body_01_A,"武器护盾值 +25%, 暴击伤害 +10%",,
Part_SG_Hyp_Body_01_B,准心范围 -7.5%,,
Part_SG_Hyp_Body_01_C,装弹时间 -10%,,
Part_SG_Hyp_Foregrip_01,"武器晃动 -30%, 伤害 +5%",,
Part_SG_Hyp_Foregrip_02,"射速 +5%, 子弹容量 +35%","伤害 -5%, 准心范围 +10%",
Part_SG_Hyp_Foregrip_03,"武器护盾值 +15%, 伤害 +5%",,
Part_SG_Hyp_Foregrip_04,"纵向后坐力 -30%, 准心范围 -5%",,
Part_SG_Hyp_Grip_01,"准心范围 -1%, 每次射击射弹数 +100%","伤害 -30%, 准心范围扩散 +25%, 射击耗弹 +1",
Part_SG_Hyp_Grip_02,"暴击伤害 +10%, 伤害 +5%",,
Part_SG_Hyp_Grip_03,"纵向后坐力 -15%, 装弹时间 -5%",,
Part_SG_Hyp_Grip_04,"武器晃动 -30%, 射速 +5%",,
Part_SG_Hyp_Mag_01,8 弹匣,,
Part_SG_Hyp_Mag_02,10 弹匣,伤害 -10%,
Part_SG_Hyp_Mag_03,"6 弹匣, 伤害 +10%",,
Part_SG_Hyp_Material_01_常见,皮肤,,
Part_SG_Hyp_Material_02_普通,皮肤,,
Part_SG_Hyp_Material_03_罕见,皮肤,,
Part_SG_Hyp_Material_04_Epic,皮肤,,
Part_SG_Hyp_Material_面部穿孔机,皮肤,,
Part_SG_Hyp_Material_电话会议,皮肤,,
Part_SG_Hyp_Material_费博特,皮肤,,
Part_SG_Hyp_Material_头脑风暴者,皮肤,,
Part_SG_Hyp_Material_屠夫,皮肤,,
Part_SG_Hyp_Material_Fearmonger,皮肤,,
Part_SG_Hyp_Scope_01,2.7x,,
Part_SG_Hyp_Scope_02,2.2x,,
Part_SG_Hyp_Shield_01,Shield,,
Part_SG_Hyp_Shield_02,创世护盾,,
Part_SG_Hyp_Shield_03,增伤护盾,,
Part_SG_Hyp_Shield_04,重定向护盾,,
Part_SG_JAK_Barrel_01,每次射击射弹数 +7,,
Part_SG_JAK_Barrel_01_A,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_JAK_Barrel_01_B_Stat,"射速 +10%, 近战伤害 +60%",,
Part_SG_JAK_Barrel_01_C,"射速 +10%, 近战伤害 +60%",,
Part_SG_JAK_Barrel_02,每次射击射弹数 +8,,
Part_SG_JAK_Barrel_02_A,装弹时间 -10%,,
Part_SG_JAK_Barrel_02_B,伤害 +10%,,
Part_SG_JAK_Barrel_02_C,"装弹时间 -10%, 每次射击射弹数 +50%","准心范围 +10%, 伤害 -20%, 准心范围扩散 +20%",
Part_SG_JAK_Barrel_03,每次射击射弹数 +7,,
Part_SG_JAK_Barrel_03_A,准心范围 -7.5%,,
Part_SG_JAK_Barrel_03_B,"伤害 +10%, 近战伤害 +60%",,
Part_SG_JAK_Barrel_03_C,准心范围 -7.5%,,
Part_SG_JAK_Barrel_加西亚家族,"每次射击射弹数 +9, 伤害 +200%",,
Part_SG_JAK_Barrel_地狱行者,"每次射击射弹数 +10, 装弹时间 -20%, 伤害 +400%","准心范围扩散 +75%, 纵向后坐力 +22%, 每击增加热量 +900%",
Part_SG_JAK_Barrel_JabberBeefcake,"准心范围 -20%, 每次射击射弹数 +4",伤害 -10%,
Part_SG_JAK_Barrel_敏捷杰克,"每次射击射弹数 +7, 伤害 +45%",准心范围 +30%,
Part_SG_JAK_Barrel_单泵笨蛋,"每次射击射弹数 +1, 准心范围 -75%, 装弹时间 -20%, 伤害 +1100%",,
Part_SG_JAK_Barrel_斯莱齐散弹枪,"伤害 +200%, 子弹容量 +12","准心范围 +75%, 纵向后坐力 +22%",
Part_SG_JAK_Barrel_T.K波动,"暴击伤害 +45%, 伤害 +400%",,
Part_SG_JAK_Barrel_潮汐波,"暴击伤害 +65%, 伤害 +30%",,
Part_SG_JAK_Bolt_01,装弹时间 -10%,,
Part_SG_JAK_Bolt_02,伤害 +10%,,
Part_SG_JAK_Bolt_03,准心范围 -7.5%,,
Part_SG_JAK_Bolt_04,暴击伤害 +10%,,
Part_SG_JAK_Bolt_05,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_JAK_Foregrip_01,"武器晃动 -30%, 纵向后坐力 -30%",,
Part_SG_JAK_Foregrip_02,"横向后坐力幅度 -15%, 射速 +5%",,
Part_SG_JAK_Foregrip_03,"纵向后坐力 -30%, 暴击伤害 +10%",,
Part_SG_JAK_Foregrip_04,每次射击射弹数 +15%,"准心范围扩散 +15%, 准心范围 +4.5%, 伤害 -5%",
Part_SG_JAK_Foregrip_05,"武器晃动 -30%, 伤害 +5%",,
Part_SG_JAK_Mag_01,No mag,,
Part_SG_JAK_Mag_02,"12 弹匣, 伤害 -10%",,
Part_SG_JAK_Mag_03,8 弹匣,,
Part_SG_JAK_Mag_04,"6 弹匣, 伤害 +10%",,
Part_SG_JAK_Mag_地狱行者,"子弹容量 +3, 伤害 +10%",,
Part_SG_JAK_Material_01_常见,皮肤,,
Part_SG_JAK_Material_02_普通,皮肤,,
Part_SG_JAK_Material_03_罕见,皮肤,,
Part_SG_JAK_Material_04_非常罕见,皮肤,,
Part_SG_JAK_Material_咬指者r,皮肤,,
Part_SG_JAK_Material_加西亚家族,皮肤,,
Part_SG_JAK_Material_地狱行者,皮肤,,
Part_SG_JAK_Material_LGD_斯莱齐散弹枪,皮肤,,
Part_SG_JAK_Material_敏捷杰克,皮肤,,
Part_SG_JAK_Material_单泵笨蛋,皮肤,,
Part_SG_JAK_Material_Typhon,皮肤,,
Part_SG_JAK_Scope_03,3.5x,,
Part_SG_JAK_Stock_01,"武器晃动-30%, 装弹时间 -5%",,
Part_SG_JAK_Stock_01_A,准心范围 -7.5%,,
Part_SG_JAK_Stock_02,"横向后坐力幅度 -30%, 准心范围 -10%",,
Part_SG_JAK_Stock_02_A,纵向后坐力 -25%,,
Part_SG_JAK_Stock_03,"横向后坐力幅度 -30%, 纵向后坐力 -15%",,
Part_SG_JAK_Stock_03_A,装弹时间 -10%,,
Part_SG_JAK_Stock_04,"武器晃动-30%, 伤害 +5%",,
Part_SG_JAK_Stock_04_A,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_JAK_Stock_05,"后坐力 -30%, 暴击伤害 +10%",,
Part_SG_JAK_Stock_05_A,伤害 +10%,,
Part_SG_JAK_Trigger_01,装弹时间 -10%,,
Part_SG_JAK_Trigger_02,伤害 +10%,,
Part_SG_JAK_Trigger_03,暴击伤害 +10%,,
Part_SG_JAK_Trigger_咬指者r,"装弹时间 -25%, 每次射击射弹数 +50%, 伤害 +43%",准心范围 +70%,
Part_SG_JAK_Trigger_地狱行者,装弹时间 -10%,,
Part_SG_MAL_Barrel_01_A,准心范围 -7.5%,,
Part_SG_MAL_Barrel_01_B,元素伤害 +10%,,
Part_SG_MAL_Barrel_01_C,充能持续时间 -20%,,
Part_SG_MAL_Barrel_02,武器晃动 -20%,,
Part_SG_MAL_Barrel_02_A,子弹速度 +30%,,
Part_SG_MAL_Barrel_02_B,伤害 +10%,,
Part_SG_MAL_Barrel_02_C,伤害 +10%,,
Part_SG_MAL_Barrel_03_A,元素伤害 +10%,,
Part_SG_MAL_Barrel_03_B,元素伤害 +10%,,
Part_SG_MAL_Barrel_03_C,准心范围 -7.5%,,
Part_SG_MAL_Barrel_ETech,"溅射伤害范围 +210, 子弹容量 +50%",,
Part_SG_MAL_Barrel_ETech_A,"子弹速度 +30%, 元素触发几率 +15%",,
Part_SG_MAL_Barrel_精神杀手,"伤害 +17%, 武器晃动 -20%",武器晃动 -20%,
Part_SG_MAL_Barrel_射弹循环,"准心范围 -75%, 伤害 +500%, 子弹容量 +20%",,
Part_SG_MAL_Barrel_咆哮恶魔,伤害 +800%,,
Part_SG_MAL_Barrel_特雷弗终结者,"溅射伤害范围 +75, 伤害 +400%, 子弹容量 +3",,
Part_SG_MAL_Barrel_鬼火,伤害 +700%,,
Part_SG_MAL_Barrel_沃斯克的死亡之魂,"子弹容量 +6, 伤害 +400%",,
Part_SG_MAL_Body,不可移除,,
Part_SG_MAL_Grip_01,"充能持续时间 -10%, 准心范围 -10%",,
Part_SG_MAL_Grip_02,装弹时间 -5%,"准心范围扩散 +25%, 准心范围 +10%, 伤害 -30%",
Part_SG_MAL_Grip_03,"子弹速度 +15%, 伤害 +5%",,
Part_SG_MAL_Grip_04,"武器晃动 -30%, 射速 +5%",,
Part_SG_MAL_Grip_05,"纵向后坐力 -30%, 每次射击射弹数 +15%","准心范围 +10%, 伤害 -5%, 准心范围扩散 +15%",
Part_SG_MAL_Magazine_01,"6 弹匣, 伤害 +10%",,
Part_SG_MAL_Magazine_02,12 弹匣,伤害 -10%,
Part_SG_MAL_Magazine_03,9 弹匣,,
Part_SG_MAL_Magazine_沃斯克的死亡之魂,9 弹匣,,
Part_SG_MAL_Material_01_常见,皮肤,,
Part_SG_MAL_Material_02_普通,皮肤,,
Part_SG_MAL_Material_03_罕见,皮肤,,
Part_SG_MAL_Material_04_非常罕见,皮肤,,
Part_SG_MAL_Material_精神杀手,皮肤,,
Part_SG_MAL_Material_射弹循环,皮肤,,
Part_SG_MAL_Material_咆哮恶魔,皮肤,,
Part_SG_MAL_Material_特雷弗终结者,皮肤,,
Part_SG_MAL_Material_鬼火,皮肤,,
Part_SG_MAL_Material_沃斯克的死亡之魂,皮肤,,
Part_SG_MAL_Scope_04,2.2x,,
Part_SG_MAL_Stock_01,"装弹时间 -5%, 子弹容量 +2","伤害 -5%, 准心范围 +10%",
Part_SG_MAL_Stock_02,"武器晃动 -30%, 准心范围 -10%",,
Part_SG_MAL_Stock_03,"横向后坐力幅度 -30%, 射速 +5%",,
Part_SG_MAL_Stock_04,"元素伤害 +10%, 充能持续时间 -10%",,
Part_SG_TED_Barrel_01_A,伤害 +10%,,
Part_SG_TED_Barrel_01_B,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_TED_Barrel_01_C,"溅射伤害范围 +20%, 伤害 +10%",,
Part_SG_TED_Barrel_02_A,准心范围 -7.5%,,
Part_SG_TED_Barrel_02_B,射速 +10%,,
Part_SG_TED_Barrel_02_C,射速 +10%,,
Part_SG_TED_Barrel_03,子弹容量 +2,,
Part_SG_TED_Barrel_03_A,准心范围 -7.5%,,
Part_SG_TED_Barrel_03_B,"每次射击射弹数 +35%, 子弹容量 +2","伤害 -5%, 准心范围扩散 +15%, 准心范围 +10%",
Part_SG_TED_Barrel_03_C,准心范围 -7.5%,,
Part_SG_TED_Barrel_ETECH,"子弹容量 +4, 溅射伤害范围 +300",,
Part_SG_TED_Barrel_ETECH_A,"溅射伤害范围 +20%, 子弹容量 +10%",,
Part_SG_TED_Barrel_疯情寻梦枪,"元素伤害 +100%, 暴击伤害 +40%, 伤害 +15%",,
Part_SG_TED_Barrel_地平线,伤害 +250%,子弹容量 -50%,
Part_SG_TED_Barrel_波利比阿斯,"纵向后坐力 -85%, 横向后坐力幅度 -85%, 伤害 +220%",准心范围 +40%,
Part_SG_TED_Barrel_爬行死亡,"溅射伤害范围 +300, 伤害 +175%, 子弹容量 +4",,
